ZIP_NEW,BEDS,BATHS,SQUARE_FEET,LOT SIZE,YEAR_BUILT,PRICE
92691,3,2.5,1677,4488,1983,660000
93427,4,3,1722,2100,2006,570000
92585,4,3,2070,7841,1991,370000
92139,4,3.5,2507,2450,2018,679288
92563,3,2.5,1636,1750,2005,346000
94550,4,2,1986,15491,1990,1025000
92532,4,2.5,2007,27878,1993,465000
93560,5,2,1837,6534,1993,274900
94551,3,2,1559,8763,1999,798000
92382,4,3.5,2372,6088,1980,315000
92503,2,2.5,1191,2614,2005,300000
93313,3,2,1628,8276,1995,235000
92104,5,3.5,1840,2450,2017,1162000
92036,3,3,2003,195584,1989,490000
92561,4,3.5,3655,219978,1981,600000
92407,5,2.5,2527,4923,2007,434900
92065,2,2,1125,10004,1981,424000
92260,4,3.25,2952,9583,2005,730000
92315,3,2,1536,7080,1981,345000
94550,4,3,1999,11927,1966,1090000
92544,3,2,1254,7405,1988,262000
95054,4,2,1167,6307,1960,1270000
92692,5,3,3194,7541,2000,1250000
92590,4,4,3504,437778,2004,933000
91710,3,1.5,1135,8260,1960,428888
93933,3,2.5,1695,2431,2015,605000
94533,5,3,2975,6887,2004,585000
94585,3,2,1530,11709,1986,412000
92663,3,3,1710,2300,2016,1999000
95123,3,2,1195,6285,1965,932000
92887,3,2.5,1801,4950,1987,670000
94566,4,2,1705,9634,1975,1278000
94566,4,2,1705,9634,1975,1278000
95620,3,2,1260,5384,1994,405000
95620,3,2,1462,5001,1995,407000
93449,2,2,1188,5000,1986,515000
93505,3,2,1508,10019,1993,150000
92277,3,2.5,1780,98881,2007,250000
95119,3,2,1824,6269,1980,998888
95035,2,2.5,1459,3827,1983,1100000
95020,4,2,1496,7011,1980,710000
94550,4,2.5,2548,6524,1966,890000
92284,3,2.5,1610,14699,2017,259900
93505,3,2,1294,11761,1989,135000
93505,3,2,1367,9583,1988,144500
92071,3,2.5,1789,1750,2018,612500
95123,3,2.5,2321,6676,1981,1412000
95123,3,2.5,2321,6676,1981,1412000
92118,5,4.5,3200,3500,2017,2703333
92071,4,2.5,2102,10527,2004,683500
94566,4,2.5,2217,8145,1975,1200000
94566,4,2.5,2217,8145,1975,1200000
95050,3,2.5,1353,4994,2005,1318000
93901,3,2,1341,2870,1985,535000
94566,3,2,1224,1722,1971,810000
94566,3,2,1224,1722,1971,810000
92606,3,2.5,1450,99,1992,638000
94566,2,2.5,1221,1237,1986,720000
94566,2,2.5,1221,1237,1986,720000
94566,2,2,860,1548,1985,575000
94566,2,2,860,1548,1985,575000
92114,3,2.5,1535,1750,2007,435000
93111,2,2,1283,17424,1984,699000
94401,2,2.5,1580,1410,1999,1290000
94401,2,2.5,1580,1410,1999,1290000
92118,2,2.5,1200,1750,1982,800000
94550,3,2.5,1541,1035,1981,565000
94550,3,2.5,1541,1035,1981,565000
95054,3,3,1583,998,2003,1320000
92131,3,2.5,1458,1750,2002,640000
91786,3,2,1150,1463,1973,318000
92694,2,2.5,1315,600,2004,420000
94109,2,2,1113,1400,2016,1575000
94588,4,4.5,1948,3150,2017,860000
94105,2,2,1554,1400,2017,2455925
92108,2,2,1025,1400,1992,390000
92058,3,2,1056,233301,1980,305000
92058,4,3,1569,235809,2006,415000
92086,3,2,1528,1400,2003,145000
92122,1,1,600,700,2006,335000
94568,2,2.5,1428,1750,2004,640000
94123,3,2,1678,2500,2006,1900000
95054,1,1,900,900,2005,693000
92104,1,1,809,700,2006,358000
94568,4,3.5,2097,2450,2017,810880
94568,4,3.5,2097,2450,2017,810880
94158,2,1,1124,700,2012,1200000
92113,3,3,1347,2100,1985,348000
92107,2,2,897,1400,1986,385000
92115,2,2,1020,1400,1981,335000
92003,2,2.5,1137,134054,1991,305000
92618,2,2,1566,750,2016,645000
92118,4,5,2325,3500,2017,2100000
94551,3,2,1626,1400,2017,743000
92625,4,4,2019,3540,2017,2490000
92054,2,2.5,1230,93365,2007,475000
92008,2,2,1450,107563,2001,659900
92264,2,2,1084,1020,2006,340000
95113,1,1,889,279,2008,643800
92122,1,1,600,700,2006,329900
91762,2,1.5,960,960,1979,240000
92808,3,2.5,1250,1750,2000,510000
92543,2,2,1440,4792,1990,150000
95134,3,2,1305,1400,2014,229000
93268,3,2,1540,43560,2000,189500
92285,3,2,1352,102366,2006,117000
92284,4,2,1980,77102,2004,170000
92252,3,2,1352,86292,2006,185000
92058,5,4,2400,5162,1980,610000
92086,3,2,1537,5881,2002,145000
93307,3,2,1685,6534,2013,218000
95051,3,2,1378,7168,1961,1810000
93312,3,2,1616,8712,1994,255000
92804,4,3,1870,5390,2001,568000
91737,3,1.75,1172,4800,1987,465000
92543,3,2,1582,6098,1990,255000
91932,4,3,2079,2100,1980,625000
94551,3,3.5,3320,222938,1987,1300000
92359,3,2,1202,5251,1997,310000
92395,3,2,1568,9993,2002,231000
92610,3,2.5,1778,1681,2016,682604
92610,4,3.5,2285,2126,2017,740146
92833,3,3,3667,7349,2002,1052500
92804,6,5.5,3927,5482,2016,880000
94403,4,2.5,2270,15470,1973,2530000
93442,3,2,1979,6149,2001,950000
95122,5,4,1941,8932,1980,890000
92374,3,2,1941,11968,1985,431577
92583,2,2,1347,3920,1989,237500
95035,5,4,2202,6600,1960,960110
93907,3,2,1638,43560,1988,565000
92308,2,2,1200,3049,2003,185000
92583,2,2,1371,6970,2002,212000
95687,3,2.5,1607,3681,2000,395000
92264,3,2,1584,7841,2006,260000
91913,3,3,1535,3699,1990,550000
92567,4,2,1989,7405,2003,308000
92610,3,2.5,1778,1581,2016,700000
93560,4,3,2841,6970,2007,279900
93449,3,2.5,2742,3999,1992,1200000
94539,3,2,1146,6464,1960,1000000
93561,3,2,1710,44431,1984,277900
94901,4,3,2550,7318,1998,1314000
92555,3,2,1617,12632,2005,310000
93442,3,2.5,2160,4000,1987,785000
94588,5,3,2492,5486,1995,1200000
93306,3,3,1591,5444,1999,195000
92586,3,2,1777,8712,1980,269999
92324,3,2.5,1440,8750,1987,184000
92123,4,3,2457,2100,2000,825000
93280,3,2,1062,6050,2007,180000
93203,4,2,1533,5663,2005,181000
91786,3,2.5,1429,3375,1999,397000
94588,4,2,1764,9205,1981,1060000
92173,4,3,1620,2100,1999,509000
94536,3,2.5,1236,4039,1981,717000
92225,3,2,1773,9148,1987,190000
94539,4,2,1869,8400,1961,1338000
93110,4,4,3218,9147,2004,1805000
93955,4,2.5,2593,6964,2003,838000
95136,4,2.5,2124,6000,1973,1030000
93314,3,2,1501,11191,1985,247000
93422,3,2.25,1800,42700,1980,520000
93307,3,2,1313,265628880,2004,168000
94592,4,2.5,2803,4892,2005,565000
92253,3,2,1604,6098,2005,300000
94533,3,3,1729,3498,2016,435000
93313,3,2,1562,5993,1995,220000
95118,3,2.5,1573,3380,1994,1100000
92277,4,2,1284,17030,1978,143000
95123,3,2,1195,6000,1965,855000
92807,3,2,1739,5600,1985,648000
93442,3,3,1959,3150,1991,750000
95051,4,4,2077,4988,1955,1300000
92284,3,2.5,1885,15077,2016,289900
92602,4,2.5,2850,5369,2000,1340000
92081,4,2,2673,24829,2001,760000
93444,3,3,2703,5000,2007,745000
93306,3,2,2100,5663,2017,256837
92054,2,3,1488,2100,2007,978000
92111,3,3,1858,2100,1981,765000
90621,3,2.5,1671,1,2006,590000
92071,4,2.5,1885,1750,2009,479000
92020,3,3,1765,1276,2006,440000
93306,3,2.5,1748,1750,1990,182500
95035,3,2.5,1715,801,2014,1200000
92131,3,2,1444,1400,2002,505000
94534,3,2.5,1300,1381,1996,365000
95123,1,1,1066,7371,1984,560000
92840,2,2.5,1500,1750,2007,462000
92532,2,2,1141,1400,2006,245800
92154,3,2.5,1504,1750,2016,445000
94110,1,2,955,1400,2000,879000
94105,3,3,2692,2100,2018,5250000
92551,2,2,1140,1307,2006,225000
92106,2,2.5,2288,1750,2018,1230000
94110,3,2,1275,1400,1998,1300000
91942,2,1,814,700,1986,294000
94568,4,3.5,2162,2450,2018,909880
94568,4,3.5,2097,2450,2018,943880
94114,3,2,2049,1400,1990,2250000
94568,2,2,1399,1400,2007,712000
94568,2,2,1399,1400,2007,712000
92602,2,2,1300,1400,2000,630000
92024,3,2,1659,3501,1995,835000
92887,2,2.5,1124,1750,1987,437000
93455,3,2,1128,1110,2005,294000
92057,2,1,791,700,1990,317000
94103,2,2,1136,1400,2002,925000
92101,3,2,1613,86322,1982,772000
94118,2,1,881,700,1996,925000
92626,2,2,985,1000,1980,480000
92264,2,2,1305,1329,2006,349000
92620,2,2.5,1172,1750,2015,600000
92127,3,2.5,1690,1750,2003,787000
92548,4,2,1600,9148,2018,245000
92276,2,2,1522,4792,1980,130000
93420,3,2,1470,1400,2006,255000
92841,2,2,1248,1400,1987,87000
92672,4,4.5,3792,5946,2017,2080000
93455,3,2.5,1787,6875,2018,500000
92127,5,4,3372,8782,2001,1100000
92672,4,4.25,3646,5535,2018,1627395
91763,4,2,2299,11040,1979,540000
95035,3,2,1146,6432,1962,975000
91913,3,2.5,1605,3300,2003,524000
92672,3,3,2278,4290,2017,1176601
93405,3,2.5,2187,6594,1996,905000
92344,2,2.5,1907,203860,1986,225000
92672,4,4.5,2649,3377,2017,1301613
92064,5,3.5,2780,26136,2003,860000
91913,3,2.5,1664,3234,2003,535000
92336,4,3,2098,6500,2001,463000
92064,5,3.5,3319,126513,2006,1250000
93222,2,2,1398,10042,2002,269900
92377,5,3,2276,10815,2006,430000
92128,2,2,1528,7437,1980,620000
94533,4,2,1203,8825,1995,350000
95014,4,3,2338,7024,2007,1970000
91784,4,2,1863,13700,1996,650000
93215,4,2,1198,6098,2003,230500
92410,3,2,1508,10258,1987,245000
95023,2,2.5,3257,11278,2016,789900
93402,2,3,2302,11000,1981,805000
93428,2,2,910,4080,1986,432500
93560,3,2,1416,3049,2005,189000
92595,3,2,1440,208739520,2018,254000
92382,3,1.75,1785,8500,1981,279000
92404,3,2,1428,8004,2013,351000
94558,4,3,2297,6033,1991,829000
92346,5,3,2316,5040,2004,440000
93924,3,2,1620,744440,1980,759000
92596,3,2,1691,7601,2018,409990
92003,3,2,1404,115434,1986,530000
94558,3,2.5,1829,7314,1962,769000
92058,3,2,1353,8400,1984,517000
94533,4,3,2714,8995,2009,650000
91786,3,2.5,1637,2352,2012,550000
95688,5,3,2404,4991,2018,547295
93309,3,2,1343,7405,1983,177500
91914,4,2.5,3534,15505,2014,993000
90621,4,2.75,2539,3600,2005,805000
95112,3,2.5,1689,2367,1998,1010000
92057,3,2.5,1532,1750,2002,500000
94533,4,2.5,1895,7841,1969,410000
92103,3,2.5,1661,10288,2005,750000
93427,3,3,1292,1742,2004,403000
93304,3,2,1604,7469,1981,168000
92024,3,2,1500,1400,2005,875000
91752,4,2.5,3652,7405,2006,495000
93313,4,2,1678,6969,2000,260000
92241,3,2,1498,11761,1990,256000
92277,2,2.5,2454,217800,1978,273500
91910,3,2.5,1100,1750,1997,440000
93422,2,1,770,17833,2001,379000
92211,2,2,1380,5663,2000,299000
94560,4,2,1708,8400,1973,945000
92236,3,2.5,1694,12197,2005,285000
93422,3,2,1278,4519,2002,445900
91786,3,2.5,2319,3200,2018,579000
91941,5,4,3739,6675,2014,841000
92582,3,2.5,1611,5400,2018,280409
94533,5,3,2572,6856,1989,521000
93110,3,3,2965,5662,1988,1587839
90720,6,4,2800,6782,1987,925000
95128,3,2.5,1758,3500,1980,890000
93445,3,2.5,1308,2700,2007,455900
92024,3,2.5,1745,4835,1986,792000
94536,3,2.5,1663,2675,1983,925000
94550,3,2.5,1541,1035,1981,631000
94550,3,2.5,1541,1035,1981,631000
93444,2,1.5,969,1742,2004,297000
92869,1,1,678,100,1994,295000
93401,3,3,1756,1756,1989,605000
92127,2,3,1389,308377,2005,550000
91730,3,2.5,1696,1696,2004,393000
92130,2,2,1184,80757,2003,570000
94043,3,2.5,1625,3600,1990,1502000
93401,2,2.5,1537,1730,1995,565000
95112,2,2,1622,550,1998,735000
92405,2,2,985,985,1981,105188
94030,1,1,841,87644,2010,820000
94403,1,1,590,700,1961,541000
92551,2,2,1140,1140,2008,200000
92551,3,2.5,1599,1750,2007,228000
92336,3,2.5,1953,1953,2009,335000
92127,2,3,1306,2100,2016,540000
92127,3,3,1581,2100,2003,675088
95050,2,1,955,871,1972,557000
92127,3,2.5,1389,515614,2008,555000
92694,3,2.5,1689,1750,2017,599393
94103,1,1.5,791,1050,2003,765000
95054,1,1,870,435,2006,610000
92173,2,2,729,1400,1985,230000
92264,2,2.25,1568,2178,1981,225000
91932,2,1,925,13820,1991,465000
92027,2,2,1184,1400,1982,295000
91901,2,1,960,700,1980,220000
92630,2,1,957,700,1982,337000
94533,2,2,930,945,1986,195000
94533,2,2,930,945,1986,195000
95014,2,2,1008,1890,1970,1175000
92211,2,2.5,1671,449,2013,225000
92410,4,2.5,1860,1000,2007,300000
92262,1,1,589,436,1982,105000
92614,2,2.5,1594,1750,1980,640000
92009,3,3,1538,2100,2002,615000
92102,2,2,827,1400,1993,325000
92596,2,2,1056,972,2006,240000
92399,3,2.5,1741,3653,2006,333000
94110,2,2.5,1556,1750,2013,1680000
92008,2,2,1600,1400,1984,550000
93111,2,2,1354,1400,1982,706500
94536,2,2.5,1492,1750,2007,733000
92113,1,1,560,700,1982,180000
92117,2,2,768,72873,2006,359000
94590,4,2.5,1702,1564,2003,300000
92618,2,2.5,1439,1439,2011,650000
92154,3,3,1686,2100,2017,442990
92154,2,2,1141,35420,2003,334000
92111,3,3,1431,2100,1986,652000
95128,1,1,658,1390,1988,420000
95135,2,2,1442,1400,1985,575000
92118,3,3,2122,2100,1990,1550000
95136,3,2.5,1452,435,1985,665000
92120,2,3,1676,2100,1984,484900
94568,4,2.5,1707,1750,2006,700000
94132,1,1,667,700,1980,600000
94124,1,1,549,700,2003,199000
91762,2,1,686,686,1989,205000
91762,1,1,762,762,1980,195000
93950,3,2,1300,1325,1987,720000
92054,2,2,1124,1400,1981,665000
92651,1,1,640,990,2000,285000
94089,2,2,1600,1400,1990,184000
94551,3,2,1160,1400,1980,165000
95122,3,2,1662,1400,1980,250000
93561,3,2,1404,12691,2005,182500
92630,3,2,1600,1400,2005,220000
94599,3,2,2150,1400,1999,300000
92320,4,2,2360,16117,1991,310000
92805,4,4,2750,6375,1986,737000
93307,7,3,2400,7535,1985,205000
94558,4,3.5,3924,315810,2000,5100000
93307,4,2,1390,6098,1998,192000
94574,3,2,2650,7836,2015,1700000
93561,4,3,2800,2667,2007,350000
94014,3,2,2265,1400,2017,1219809
93505,4,3,2083,10018,1992,165000
95035,3,3,2559,2499,2015,1240100
95014,3,2,1688,11340,1970,2117425
92337,3,2,1228,20055,1980,370000
92308,5,2,1888,24224,1970,232990
94592,4,2.5,2866,4291,2007,547500
93105,4,3,3835,53578,2001,2765000
92324,4,2,1611,8531,2003,315000
92582,4,2.75,2383,7405,2007,296888
93445,3,3,1493,1607,2005,415000
92301,2,1,1328,13720,1980,116900
92352,4,3,2423,16690,2005,480000
92583,4,2.5,2319,6534,1991,285000
93311,5,3,3645,15246,2003,570000
93312,5,2,1893,7841,2003,265000
92128,4,3,2169,2100,1993,865000
92582,3,2,1741,8712,2006,255000
95035,5,2,2027,6000,1971,1185000
94566,4,3.5,2844,2170,2015,1160000
94566,4,3.5,2844,2170,2015,1160000
93933,4,2.5,2233,4356,2014,630000
92618,2,2.5,1607,1000,2017,730000
92352,3,2.5,1683,4936,1983,495000
92128,4,3,1988,5144,1992,820000
92543,3,2,1372,6098,1990,210000
95122,3,2.5,1515,5900,1991,720000
91710,4,2.5,2038,1304,2015,475000
95688,5,4,3851,7000,2006,595000
92014,3,3,2660,2100,1986,1220000
92833,2,2.5,1296,994,2002,432000
93103,4,3.5,3560,392040,1982,2492525
92555,3,2.5,1382,6534,2000,289900
92056,4,3,2209,4524,1990,570000
94085,3,2.5,1638,4232,2000,1580000
92078,4,3,2326,7195,2003,635000
93523,3,2,1496,29074,1990,81000
93222,4,2,2537,12117,1985,226000
92377,5,3,2512,10783,2006,435000
92583,4,3,2070,8712,1996,300000
93933,3,2.5,3146,4792,2016,788883
92532,3,2,1350,5663,1991,240000
94550,2,1,858,4240,1970,545000
92316,5,4,2781,20300,2006,439000
94566,3,2,1854,7500,1965,1140000
94566,3,2,1854,7500,1965,1140000
94061,4,3,2088,6390,2017,2010500
92507,3,2.5,1898,8407,2017,398990
92316,5,2.75,2464,21774,2016,477000
92583,6,3,3622,9148,2007,330000
92582,4,2,1596,8712,1993,248000
95050,3,2,1683,6000,1961,1500000
94571,2,2,2031,6220,2007,480000
92662,2,3,2818,2550,2012,6350000
93225,2,2,936,10836,2004,177900
93458,3,2,1242,5663,2001,344000
92386,3,2,1196,5000,2005,252525
92407,4,3,1650,11250,1985,342000
92557,4,4,2962,7841,2004,435000
93444,3,3,1666,8100,1995,400000
94566,6,3,2538,7561,1967,1405000
94566,6,3,2538,7561,1967,1405000
92595,5,3,2934,9148,2001,409000
92354,2,1.5,1066,3200,2001,290000
92083,5,4,3382,5758,2016,739990
92595,3,2.5,2550,8060,2017,452865
94571,2,3,1895,6564,2005,395000
92027,5,3,2241,23086,1990,643000
93313,4,2,1642,9148,2006,217000
94591,4,3,1935,2100,1988,540000
92587,3,2,1610,6970,1990,370000
93433,3,2,1550,7701,2001,365000
92688,5,3.5,3100,7579,2000,945000
94533,3,2.5,2048,9583,1980,427500
92501,3,2.5,1586,3049,2003,325000
94533,3,2.5,1717,2513,2004,407000
93309,3,2.5,2346,8609,1984,233000
94568,3,2.5,1626,2884,2012,868000
94568,3,2.5,1626,2884,2012,868000
92629,4,2.75,2802,3772,2003,1240000
92532,3,2,1294,8276,2010,320000
93924,3,2,2792,624215,2003,1250000
92596,3,2,1322,7405,2000,360000
95073,3,2.5,1828,8233,1991,855000
92264,4,3.5,3500,23958,1998,1150000
94560,3,2,1426,7500,1975,900900
92886,3,2.75,1664,19125,1983,585000
92103,5,4,2528,1695,2003,1300000
94571,2,2,1689,5232,2013,364000
92509,4,2.5,2342,5663,2003,400000
92211,3,2.5,1596,3700,2014,299000
95073,4,2.5,2710,6490,1989,1129000
95136,4,2.5,2352,6334,1979,950000
93955,4,3,1720,5371,2004,739500
92008,3,2,1728,1400,1987,825000
92324,4,2.5,1827,4512,2000,309000
94560,4,2,1200,6955,1970,830000
94044,2,1.5,1415,2725,1980,915000
94550,3,2.5,2098,194296,1960,1450000
92236,4,2.5,1656,6098,2004,270000
93307,4,2,1579,6138,2004,193000
95138,3,2.5,1653,2535,1998,840000
94533,4,3,2102,5000,2017,627400
94591,4,2.5,1659,6639,1986,470000
93307,3,2,1525,6098,2004,185000
92057,5,4,3855,10191,2013,855000
95118,5,3,2565,5586,1994,1690000
92120,4,2.5,1857,9200,1980,646000
92543,5,3,3054,7405,2007,318000
92352,2,1,1014,4950,1984,230000
92252,2,1,912,8640,1974,135000
92120,4,3,2498,5698,1982,875000
94533,3,2.5,2081,6969,1967,397000
93444,4,2,1701,6250,2000,495000
91739,4,2,1648,8125,1986,479000
94566,4,2.5,2680,8033,1986,1250000
95688,4,3,2752,4221,2016,525000
92241,3,2,1517,9583,2004,224000
94566,5,4,3250,14507,2002,1725000
94566,5,4,3250,14507,2002,1725000
94568,4,2,1974,7951,1965,762000
94568,4,2,1974,7951,1965,762000
92091,4,6,3797,4200,2003,2090000
95136,5,3,2563,6760,1978,915000
93307,4,2,1319,4700,2015,185000
93449,3,2.5,1662,7181,1996,760000
92277,3,2.5,1838,12451,2013,233000
94588,3,2,1890,7982,1984,943000
92277,2,2,999,18000,2005,123400
94568,4,3.5,3541,7599,2009,1300000
92210,4,4.25,3172,13068,2000,750000
91914,5,3,2275,9394,2000,625000
92694,3,2.5,1840,2858,2001,690000
95687,4,2.5,1809,4648,2011,475000
95687,3,2,1617,5201,2015,460000
91945,3,2,1495,5864,1989,435000
92646,3,2.5,1732,1750,1997,695000
91739,3,2,1092,7475,1964,387000
92203,2,2,1632,4792,2015,293750
93427,3,3,3282,2727292,2007,4595000
95005,3,2,1101,9539,2002,615000
92841,3,2.5,1266,1323,1980,425000
94551,2,2.5,982,282269,1983,430000
94403,3,3,1450,11401,2013,1315000
94132,3,2.5,1850,1750,2017,1697361
94014,2,2,1335,1000,2017,865000
94306,3,3,1913,861,2007,1800000
94568,3,2.5,1897,1750,2005,654500
94568,3,2.5,1897,1750,2005,654500
92113,3,3,1288,2100,2008,372900
95123,3,3.5,1793,1224,2015,798000
95119,3,3,1318,1000,1996,731000
94566,3,2.5,2062,1260,1994,800000
94566,3,2.5,2062,1260,1994,800000
95136,4,3.5,2356,3270,2005,905000
91762,2,2.5,1201,1201,1986,302000
91786,2,2.5,1120,1200,1985,330000
91786,3,2.75,1464,1122,1980,350000
94533,1,1,662,671,1986,208000
94112,2,1,939,700,2002,700000
94112,2,1,939,6347,2002,700000
94103,1,2,1404,1400,2004,1225000
91710,2,2,1113,1113,2006,340000
92064,3,2.5,1476,152408,1985,542000
92223,3,2.5,1630,2178,2014,288500
92223,4,3,1725,2142,2015,275000
91709,3,3,1656,500,2018,548000
92011,3,2.5,1728,47969,1996,760000
92879,2,1,1054,2178,1980,295000
92395,3,2.5,1589,3340,1980,132000
94589,2,1.5,1100,436,1985,255000
92127,2,2.5,1335,308377,2006,569900
92602,2,2,1400,1,2002,625000
92110,2,2,1362,1400,1982,549000
92308,2,2,848,848,1991,95000
94127,2,1,976,700,1987,780000
94599,2,1.5,915,1742,1984,750000
92656,3,2.5,1971,1750,2012,699000
94401,2,1,919,106122,1989,825000
93101,2,2,2001,1400,2007,1340000
93101,2,2,2001,1400,2007,1340000
93427,3,4,1834,2800,2018,515000
93442,2,2,992,992,1985,527500
92672,3,2,1730,1400,1983,1885000
92117,1,1,810,700,1981,395000
92103,2,2.5,2875,1750,2017,3539500
94533,2,2,860,867,1986,248000
92010,3,2.5,1533,1750,2018,632187
92054,3,2.5,1931,1750,2008,1165000
94558,2,1,896,3075,1972,528050
92003,2,2,846,1400,1990,303000
92571,3,2.5,1473,436,2006,220000
92804,2,2,1026,1026,1985,399900
94949,3,2.5,1461,745,2004,486057
94536,1,1,625,649200,1974,408000
94118,0,1,998,700,1989,640000
94158,3,2.5,3000,1750,2012,4500000
91910,2,2,1047,1400,1980,310000
92123,3,2.5,1851,1750,2004,625000
93454,3,2.5,1543,578,1984,262500
94010,1,1,935,700,2000,900000
93427,2,0,1271,1271,2017,450000
92024,3,2.5,1396,1750,1988,792930
95128,1,1,658,794,1988,540000
92805,4,4,1789,2800,2009,598888
95117,2,2,926,899,1984,750000
94104,1,1.5,1285,1050,2016,875000
94104,1,1.5,1315,1050,1980,875000
92701,3,2,1200,1400,1982,300000
91932,2,1.5,1232,10616,1984,599000
94568,2,1.5,927,1050,1970,511000
94568,2,1.5,927,1050,1970,511000
94949,2,1,1095,1093,2004,209430
92867,3,2.5,1659,1750,2005,581250
92129,3,2.5,1510,1750,1994,550000
94402,3,2,1220,1400,1976,915000
92056,3,2,1325,1400,2016,252021
92241,3,2,1920,217800,2006,295000
91962,3,2,1152,1400,1984,115000
93225,3,2,1500,7486,2003,225000
94041,4,0,2128,6727,1962,2600000
92543,8,8,3800,11552,1980,435000
93505,8,4,3330,9985,1992,230000
93268,3,2,1295,6970,2007,150000
94306,4,3,3085,15544,1999,4000000
92308,2,2,1205,4135,2008,220500
95125,4,4.5,3200,8166,2018,2270000
95020,4,2.5,1809,4705,2014,725000
94010,4,4.5,3552,28952,2005,4150000
94087,4,3,2385,8039,2018,2950000
92127,4,2,1734,6900,2008,770000
92705,5,3,3800,12495,1981,1375000
92301,3,2,1110,7200,2005,210000
93402,3,2,1520,6250,1986,605000
94558,3,1,1017,6186,1941,415000
95620,3,2.5,1917,3912,2014,455000
92870,4,3,3003,6000,2005,950000
93422,4,2.75,3484,364597,2014,955000
92505,5,4.5,3914,7841,2015,620000
92582,3,2.5,1611,5400,2018,279209
93314,3,2,1451,12749,1983,275000
91710,4,2,1943,7800,1975,520000
92064,3,2,1495,1400,2008,665600
92395,3,2,1376,21000,2003,225000
91906,3,2,1432,5282,2005,319500
93905,4,2,1285,5929,2002,440000
94403,5,3,2610,8400,1975,2100000
92021,4,3,3100,514008,1998,899000
94109,3,2,1897,21780,2011,2650000
91709,4,3,2575,7700,1979,720000
93222,4,2.75,2514,11147,2003,365000
92337,4,2.5,2113,6000,1992,420000
92241,2,1,1644,217800,1986,300000
92127,3,2.5,1638,4138,1986,670000
95120,5,3,2525,4000,1997,1770000
92395,4,2,1490,8375,2007,215000
93222,2,2.5,2589,24829,2004,549000
92029,4,3.5,2866,21399,1988,1050000
93924,3,2.5,1640,871200,1986,1050000
93263,4,2,1549,6098,1999,215000
92065,5,3,2928,11635,1996,769000
92067,5,3.5,3867,85377,2002,1400000
95050,3,2.5,1960,3190,1998,1285000
93225,3,2,1534,10414,1989,290000
93458,3,2,1251,6098,2003,380000
93463,4,3,2524,20909,1985,910000
92021,3,2.5,1503,4365,2003,480000
94599,3,2,1384,5149,1987,1100000
91901,4,3,3369,65340,1990,670000
93908,3,3,1666,4202,1990,557500
92103,3,3.5,3118,5000,2017,2400000
93458,3,2,1297,4356,1995,310000
92404,3,2.5,2376,8925,2004,390000
92313,3,2,1709,5442,2007,370000
93436,3,3,1475,2100,2004,345000
94558,1,1.5,1200,66647,1949,550000
91784,3,2,1600,9701,1984,583900
93560,3,2,1121,3049,2005,179900
93560,4,2,2094,6969,2007,289900
93430,2,2.5,2407,2800,1992,888000
94566,4,3,2087,7806,1966,1350000
94566,4,3,2087,7806,1966,1350000
93449,3,1.75,1834,5900,1986,775000
92582,3,2,1642,7405,2005,292000
92563,3,2.5,1651,6534,1990,402500
92102,3,1.5,887,3826,2008,504000
92653,5,4.5,3899,16400,1993,1385000
95035,5,3,2636,3173,2014,1505000
91761,2,1,758,7500,1984,365000
92352,3,3.25,1728,18420,1999,379000
92139,4,3,2221,2100,2018,635055
92585,3,2,1582,51836,1980,420000
93560,3,2,1231,6534,1990,237000
92027,5,3,2366,2100,1999,665000
93420,3,2,1550,217800,1993,850000
91762,4,3,2046,2760,2018,468888
94588,4,2.5,1754,4750,1993,1090000
92532,3,2,1294,8276,2011,349900
95051,3,2,1800,6623,1957,1580000
94560,5,3,1953,7200,1975,1120000
94558,4,3,2784,65131,1978,1100000
94588,3,2,1650,6933,1971,1030000
94585,3,2.5,1709,3149,1996,410000
93304,3,1.75,1283,4126,1982,175000
94560,5,3.5,2706,10214,1977,1450000
93311,3,2.5,1612,3485,1993,229000
95688,3,2.5,2811,216058,2002,799900
92024,4,2.5,1883,1750,2005,930000
92407,5,3,3398,8540,2016,525000
94533,5,3.5,3408,5998,2000,620000
94533,5,3.5,3408,5998,2000,620000
93268,4,2,2137,12632,2003,290000
93311,3,3,1565,6600,1986,153000
95054,4,2,1584,6138,1977,1360000
94534,4,2.5,2387,3220,2018,580665
94534,4,2.5,2387,3220,2018,580665
94566,3,2,1548,6500,1964,1155000
94566,3,2,1548,6500,1964,1155000
92536,3,2,1545,151153,2005,289900
94534,4,2.5,1543,5001,1984,358000
94533,2,1,838,6534,1950,290000
94536,3,2.5,1963,7753,1986,1310000
92122,4,2.5,2145,11060,1983,945000
93420,2,2,1587,4943,1999,580000
92301,2,1.75,1032,103619,1971,160000
93453,1,1,950,1627837,2004,300000
92404,3,2,1558,7176,2004,285000
95123,3,1.5,1037,5992,1962,860009
90621,2,2.5,1470,1470,2018,565000
93306,3,2,1504,7313,1980,219950
92277,4,2,1719,20000,2007,190000
93306,3,2,1655,4356,2007,220000
94591,5,3,2628,5998,2000,600000
95620,4,2.5,1900,6969,1982,444500
95051,4,3,2067,6452,1961,1600000
95035,4,3,3268,8518,1982,1725000
95035,4,3,3268,8518,1982,1725000
94550,3,2,1200,6690,1962,755000
92241,4,3.5,2392,9148,2005,270000
