ZIP_NEW,BEDS,BATHS,SQUARE_FEET,LOT SIZE,YEAR_BUILT,PRICE
91739,3,2,955,3800,1987,380000
92130,3,2.5,1646,4737,1986,970000
93433,3,2.5,1220,2640,1992,437357
91915,5,3,2578,2100,2000,680000
93401,2,2.5,1537,1632,1995,545000
92014,5,4.5,3732,11600,2011,2030000
92840,3,3,1372,2077,1998,535000
92240,3,2,1215,7841,2001,200000
92582,4,2,2087,7405,2006,272000
95051,3,2,1166,6987,1954,1370000
92307,3,2,1678,19100,1999,289000
92394,4,2,1950,7639,2005,265000
92399,3,3.5,3898,22216,2002,820000
91739,5,2.5,3316,27300,1998,775000
91710,4,3.5,3150,5000,2015,745300
91786,3,2,1400,7722,2017,430000
91786,3,2,1952,10998,1962,525000
92503,4,2,1953,33106,2005,445000
92395,3,2,2000,18271,1989,235000
93433,3,2.5,1758,3864,1993,542500
92078,5,3,3173,5674,2003,890000
92551,2,1,854,4792,1983,255000
92065,4,2,2307,21344,1999,520000
92551,4,2,2062,8276,2003,345000
94550,5,3,2912,8769,1997,1163000
92376,3,2,1207,7700,1985,340000
92065,4,2,2664,1400,1982,582500
92337,4,2.5,3489,10000,2006,500000
92881,4,3.5,2078,3049,2005,371000
93908,3,2.5,2967,43560,1990,799000
92127,3,3,1444,3985,1986,565000
92551,4,2.5,1869,6534,2005,320000
92582,3,2,1288,6098,1989,215000
92128,3,2,1966,15161,1987,825000
94571,2,2.5,1982,1750,2014,387500
93906,4,2.5,2396,6186,2001,579000
94025,4,3.5,2465,5627,2017,3400000
92571,4,2.5,2177,5663,2005,328000
92583,5,3,2903,8276,2006,340000
92886,4,4.5,3958,16595,2005,1700000
92582,3,2,1242,7405,1992,236000
94571,2,2.5,2337,6024,2001,426000
92029,4,3,2324,14246,1987,725000
95051,3,2,1078,6321,1955,1400000
91761,4,2,1319,7200,1976,405000
92029,3,2.5,1875,1750,2017,583900
95620,4,2,2154,7558,2004,534000
92308,3,2,1482,18025,1988,211800
93313,4,2,1729,6970,2014,245000
92009,4,3.5,3167,11102,2006,1035000
92557,4,3,2645,13068,2004,433500
92557,4,2.5,1861,4792,1989,328000
93426,3,2,1150,5800,1983,345000
92551,4,3,2343,6970,1991,345000
92325,3,2,1619,11546,2006,246800
95004,4,3,2677,100188,1986,855000
95051,4,2,1489,5300,1954,1560000
92867,4,3,3489,15400,1990,1339000
91901,3,2,1658,6345,1998,570000
92551,4,2.5,2460,5227,2005,350000
94063,4,4.5,3794,8992,2017,3100000
92610,4,3,1943,3990,1991,758500
92029,4,3,2075,4356,2017,656900
92606,4,2.5,1950,3600,1996,930000
92586,3,2,1950,1400,1980,283000
92555,3,2,1582,6534,2002,330000
94503,3,2.5,1693,3960,2000,465000
94949,4,3,2044,3768,1999,920000
94558,4,3.5,3180,14342,1994,1400000
94533,4,3,2261,9204,1986,495000
92029,5,4.5,3640,6534,2015,809900
92587,3,2,2272,7405,1981,320000
92382,3,3.5,1959,9150,1983,248000
92027,3,2,1793,1400,1998,550000
95051,3,2,1024,5500,1954,1730000
95051,4,2.5,1957,2732,2015,1842000
92548,4,3,3284,219542,2005,640000
92870,3,2.5,1629,3111,1989,575000
92399,3,2.5,1741,3600,2005,347000
92595,4,2,2005,7841,2005,348000
93442,4,2.5,2693,5001,2002,850000
92311,4,3,1945,10491,2008,247500
92262,2,1.75,2023,7405,2007,365000
92886,3,3,1664,8600,1987,715000
94560,4,2.5,1965,4004,1993,1120005
94588,3,2,1336,6417,1993,908000
93313,4,3,2523,11326,2002,354000
92571,3,2,1272,4792,2009,280000
95132,3,3,3170,19656,1990,1495000
93420,3,2,1443,6499,1989,587000
94539,4,3,1914,6500,1968,1480000
92694,4,3,2698,5711,2018,898434
93313,3,2,1518,6098,1993,209650
94025,5,4.5,3000,8750,2017,3600000
92315,3,2.5,1377,7700,2002,360000
95003,4,3.5,3162,90605,2001,1540000
92832,3,3,2024,2523,2014,655000
92590,4,4,3728,316681,1982,1180000
93225,3,2.5,2200,4792,1990,207000
94014,4,3,2442,3333,2017,1500000
94960,5,4,3495,30649,2017,3100000
94539,3,3,1409,2100,2008,1086000
92256,2,1,990,6000,1960,113000
94901,3,3.5,3025,7362,2006,1390000
93314,3,2,1600,13442,1986,300000
95620,5,3,2703,7858,2003,565000
93314,3,2,2045,12239,1987,296000
91737,4,3.5,3258,27100,1989,1020000
91737,4,3,2600,32700,1985,807500
92407,3,2,1198,7200,1984,290000
92277,3,2,1374,11374,2006,140000
94589,3,2,1422,10890,1980,425000
93444,3,2,1563,4780,1993,495000
94560,3,2,1347,8393,1971,900000
93313,3,2,1612,8276,1994,250000
92019,5,4,3710,54885,2008,970000
93306,2,2.5,2149,8712,2005,240000
92620,3,2.5,2027,4030,2006,1020000
92694,4,3,2894,5429,2017,959974
92252,2,1.75,1316,17982,1984,175000
93306,3,2,2100,6098,2017,265000
94551,5,3.5,2342,4000,2001,869000
91752,4,2.5,3250,6534,2005,540000
93313,3,2,1305,6049,1989,200000
93309,4,2,2315,9374,1982,240000
93444,3,2.5,2669,43560,1992,730000
92210,4,4,3122,12197,1999,1050000
92210,3,3.25,2871,8712,1991,680000
94550,4,3,2346,10470,1994,955000
94550,4,3,2346,10470,1994,955000
91739,4,2,1516,7192,1976,418500
92253,3,2,1722,7405,2002,310000
92253,2,2,1371,3920,2005,270000
92201,2,1.75,1301,7841,2000,235000
95018,3,3.5,3400,21428,2007,1500000
91786,3,2.5,2085,3200,2017,524431
92314,3,2,1725,12880,1989,434000
93308,4,4.5,3516,6948691,1993,1299000
95051,4,2,1232,6076,1957,1778000
93313,4,2,2048,6970,2014,255000
93109,4,4,2614,2800,2003,1740000
92240,4,2,2078,7405,2006,240000
94403,2,2.5,1254,13640,2001,1175000
92672,3,3.5,2128,1001,2016,1149000
94536,3,2.5,1400,1014,1995,965000
94070,2,2.5,1260,4871,2000,1250500
94070,2,2.5,1260,4871,2000,1250500
92105,4,2.5,1817,2730,1980,405000
93433,2,2,1052,3300,1985,340000
92802,2,2.5,1576,1750,2017,560435
95037,2,2.5,1674,1894,1986,640000
92867,3,2.25,1571,2490,1989,592000
95136,3,2.5,1721,1644,2004,900000
95123,3,2,1220,2080,1970,600000
94568,3,2.5,1383,1750,1990,688888
94568,3,2.5,1383,1750,1990,688888
92507,4,2,1727,2178,1980,339000
92802,2,2.5,1371,1750,2017,492500
92833,1,1,644,644,1983,269000
92253,2,2,1248,5227,1980,225000
92314,3,2.5,1502,5000,1993,220000
95035,3,1.5,1122,816,1972,528888
92021,3,2,1822,28314,2017,565000
92037,1,2,1233,1400,2012,750000
93561,3,2,980,871,1986,97000
92131,2,2,1032,1400,1992,370000
94566,4,3,2009,2100,2007,770000
94566,4,3,2009,2100,2007,770000
91913,2,2,1066,1400,2005,289000
92835,1,1,501,700,1996,180000
92078,3,2,1740,1400,1980,776000
94558,2,2,988,1400,1968,600000
92704,3,1.5,1321,1050,1980,374000
95035,2,2,1584,1400,2016,781656
95035,2,2,1584,1400,2016,781656
91913,3,3,1400,2100,2007,315000
92627,3,3,1957,2100,2016,798913
92108,2,1,928,700,1986,325000
95051,1,1,885,700,2016,540000
94134,2,2,1120,1400,2007,655000
94568,4,3,2693,2100,2007,900000
94568,4,3,2693,2100,2007,900000
91941,2,2,982,129832,1985,275000
92120,3,3,1397,2100,1984,460000
92103,2,3,1700,2100,2016,752000
94566,1,1,610,26954,1983,341000
94566,1,1,610,26954,1983,341000
92104,1,1,886,700,2006,332500
92104,2,2,920,1400,2006,379000
92104,2,2,929,1400,2006,393000
92113,4,3,1469,2100,2006,340000
92505,3,2.5,1532,2178,2005,352000
92612,2,2.5,1839,1750,1984,1050000
94551,4,3,2006,2100,2016,749554
92037,1,1,877,700,2015,670000
93103,3,3,1665,2100,2012,1175000
93103,3,3,1665,2100,2012,1175000
93103,3,2,1392,1400,2012,381400
93103,3,2,1392,1400,2012,381400
93103,2,1.5,1200,1050,2012,433300
93103,2,1.5,1200,1050,2012,433300
93103,2,2,1259,1400,2011,419700
93103,2,2,1259,1400,2011,419700
93103,2,2,1249,1400,2012,319700
93103,2,2,1249,1400,2012,319700
93103,2,2,1200,1400,2012,228000
93103,2,2,1200,1400,2012,228000
93103,2,2,1259,1400,2012,309700
93103,2,2,1259,1400,2012,309700
93103,2,2,1306,1400,2012,369400
93103,2,2,1306,1400,2012,369400
92657,2,2,1648,1400,2004,863775
94085,1,1,867,867,1996,540000
94103,2,2.5,1778,1750,1999,1180000
94103,2,2.5,1778,1750,1999,1180000
90621,2,2.5,1369,1750,2016,509990
92122,3,2,1264,1400,1985,485000
95111,2,2,992,2700,1985,485000
92071,2,3,1190,2100,2005,345000
94402,3,2.5,1699,20774,2008,1388000
94402,3,2.5,1699,20774,2008,1388000
91911,2,2,1296,1400,2007,110000
92404,2,2,1456,1344,2007,82000
92649,3,2,1580,1400,2016,259000
92102,3,2,1500,1400,2016,155000
92276,2,1.5,1940,5227,1981,120000
92220,2,2,1440,4356,1983,121000
92026,3,2,1568,1400,2001,300000
93306,3,1.75,1344,5999,1982,133500
91730,3,2,1176,1400,2003,86000
94949,4,3.5,2557,4373,2003,875000
92688,4,3,1916,1906,2014,585000
93311,2,2,1448,6646,2002,220000
95008,4,3,2324,6173,2016,1760000
92026,5,3,2361,2100,2016,620000
90620,4,3,2633,4137,2016,930000
95687,3,2,1708,10128,2000,425000
93444,2,2,1584,4726,2016,575000
92557,5,2.5,2681,18295,1987,410000
92606,4,3,2239,6540,2000,935000
93907,3,2,1206,126324,2003,491500
92019,4,3,1947,8581,1987,605000
93312,4,2,1699,7521,2004,235000
91915,4,3,1727,2100,1996,448000
93420,3,2,1326,3999,1989,400000
93455,3,2.5,1552,12197,1981,409000
92301,3,2,1549,8850,2004,190000
93402,2,1.5,1769,3123,1985,472000
92555,4,3,1581,4792,1986,272000
92372,4,3,2632,99316,2005,319000
92028,4,2.5,2301,7059,2004,425000
93422,3,2,1656,123863,1988,592230
94038,3,2.5,2000,5557,1986,1368000
92553,3,2.5,1759,7405,1986,275000
92582,3,2,1570,7405,2004,242500
92027,3,2,1818,1400,1980,474900
93455,3,2,1516,6098,1990,389900
92555,4,3,1718,7841,1998,292000
92083,5,3,3252,2100,2001,530000
93222,3,3,2366,10019,1991,279000
92025,5,3,2740,9326,2015,640000
92661,4,4.75,3000,2614,2005,3775000
91901,3,3,2294,65340,1980,520000
92395,4,3,2461,7800,2008,360000
92583,5,3,2541,6534,2004,263000
95050,5,3,2390,3513,2013,1640000
94044,4,2.5,2330,6250,1980,970000
94571,2,2.5,2126,6756,2014,417000
94571,2,2,1845,5846,2001,385000
93555,3,2,1713,6494,1989,193000
93555,3,2,1713,6494,1989,193000
92571,3,2,1355,3920,2003,257500
95051,3,2,1207,6500,1956,905000
94533,4,2.5,2157,2633,2016,437400
93263,3,2,1232,6005,1998,170000
94533,5,3,2654,8269,2016,485215
94533,4,3,2114,9999,2016,445230
94533,5,3,2654,8269,2016,487850
93455,3,3,1681,3485,2004,349500
93449,3,2,1425,4779,1985,650000
92595,5,3.5,3205,7405,2001,400000
92563,3,2,1352,6098,1988,340000
92595,4,2,1564,10890,2009,332000
92544,3,2,1564,8276,1984,218000
93444,3,2,1429,6003,2006,465000
93960,4,2.5,1538,2886,2005,279000
92590,4,3.5,3423,214315,1998,1099000
94132,3,2.5,2001,2200,2016,1626000
92591,3,2,1550,14375,1986,359700
94533,3,2.5,1424,1526,2015,365000
94533,3,2.5,1424,1526,2015,365000
92591,4,2.5,2178,6534,1991,395000
92801,4,3.5,2271,2925,2006,650000
92585,3,2,1776,4356,1997,285000
92555,3,2,1498,26136,1986,305000
92606,3,2.5,1673,3177,1997,835000
92591,3,2,2024,7841,1998,408000
92823,2,2,2216,5030,2016,900000
92014,3,3,1908,2100,2003,2125000
94568,5,5.5,3801,6052,2006,1300000
92823,2,2,2216,5028,2016,979990
92501,4,2.5,1634,3049,2006,280000
92571,4,2.5,1825,5663,2000,279000
94536,4,2.5,1889,5702,1978,1012000
93313,4,2.5,2430,11761,1999,299000
92501,3,2.5,1642,2178,2007,305000
93225,4,2.5,2160,5227,1989,235000
92113,3,3,1651,2100,2012,446000
95136,3,2,1313,5998,1973,700000
95073,4,3,3739,74793,1986,1249000
93263,4,2,1530,6502,2006,219950
92236,4,2.5,1656,5663,2003,240000
93955,5,3.5,3639,8093,2004,855000
93250,3,2,1080,6005,2003,157000
93313,4,2.5,2800,1750,2016,290000
93434,4,2,1447,7841,2003,331000
93433,2,2,1149,980,1989,369000
92253,3,2,1404,4792,2000,331500
94551,3,2,1524,9568,1977,723000
92507,3,1.75,2065,6098,1980,400000
93306,2,2,1684,6699,2005,195000
92629,2,3,1789,8100,1990,815000
95035,4,3.5,2624,2423,2012,1110000
94533,3,1,925,5663,1961,250000
93306,3,1.75,1360,7085,1980,148000
92561,4,3.5,3113,109336,1994,720000
95123,4,2.5,2386,7722,1976,1250000
93960,3,2.5,1369,3049,2005,268000
94568,5,3,2425,3426,2016,1064600
94568,5,3,2425,3426,2016,1064600
95023,3,3,2478,6098,2011,531000
94550,3,2,1629,6421,1971,702000
94568,4,2,1321,7708,1960,750000
94568,4,2,1321,7708,1960,750000
92211,2,2,1548,5227,1994,228000
94568,4,3,2197,7086,1966,880000
94568,4,3,2197,7086,1966,880000
93433,4,2,1747,8002,1987,641000
92019,3,3,1638,2100,1999,400000
92071,4,2,1750,1400,2006,625000
93440,4,3,2714,6534,2005,455000
93306,4,1.75,1632,6555,1981,155000
93263,3,2.5,2100,6600,2016,282400
91941,3,2,2051,1400,1984,600515
93905,5,2.5,1870,4461,1998,440000
92503,3,2.5,1440,2614,2006,286000
95014,2,2,2119,3659,1976,1250000
92011,3,3,1105,2100,2000,522500
95148,3,2.5,1720,1999,1981,557000
94566,3,2.5,1848,1750,2007,740000
94566,3,2.5,1848,1750,2007,740000
92103,2,3,2032,2100,2016,959990
92602,3,3,1640,2500,2000,685000
92113,4,2.5,1936,55299,2005,377000
94588,3,2.5,1938,2240,1973,748000
95126,3,2.5,1859,1006,2002,871500
95126,3,2.5,1859,1006,2002,871500
92833,3,2.5,1582,1750,2003,605000
92692,3,2.5,1749,5036,1992,580000
92563,3,2.5,1590,1412,2012,325000
94014,4,3.5,2213,1600,2017,1237702
94014,4,3.5,2781,1500,2017,1370000
93455,3,2.5,1681,3049,2004,350000
92113,3,2,1656,7017,2003,338000
92201,3,2,1703,6098,2003,259000
94568,4,2.5,1974,3800,2000,955000
94568,4,2.5,1974,3800,2000,955000
94568,2,2,1420,1400,2004,580000
92359,3,2,1283,5251,1996,307000
95112,4,3,1596,5607,2016,860000
95126,3,2.5,1717,1698,1980,685000
95126,3,2.5,1717,1698,1980,685000
92612,3,3,1524,2100,1981,724900
92311,3,2,1664,105415,1994,153900
92154,4,2.5,2159,6983,2005,520000
92886,3,2,1567,14400,1985,799999
92315,5,3,2822,12355,1990,575000
94568,3,2,1038,8764,1960,780000
94568,3,2,1038,8764,1960,780000
94551,3,2.5,1464,2392,1988,590000
94568,3,2.5,1886,2896,2002,850000
91752,5,3,3114,7238,2016,479990
92618,3,2.5,1460,1750,2015,725000
92672,1,1,583,700,1986,250000
94550,2,2,955,184754,1974,365000
93422,3,2.5,1685,2414,2008,393000
92128,3,2,1316,1400,1987,510000
94103,1,2,1316,1400,2004,919000
95131,1,1,1415,700,2006,675000
92262,3,1.75,1608,2178,1980,238000
91913,2,2,1060,1400,2005,345000
95131,2,2,913,1200,1987,686000
92011,3,2.5,1740,1750,1997,775000
94103,2,1,965,700,1983,935000
94103,2,1,965,700,1983,935000
92694,2,2.5,1456,1750,2016,619990
94102,1,1,692,700,2014,929000
94536,2,1,750,700,1986,460000
92672,3,3.5,1746,3900,2001,635000
92801,3,2.5,1931,1750,2006,570000
92104,2,2,1023,1400,2006,472000
92805,3,2,1959,1400,2009,550000
92075,2,2,1208,1400,1986,670000
92620,3,3,1614,1700,2005,672000
91942,2,2,821,1400,1995,300000
92694,3,2.5,1400,1750,2001,535000
92071,3,3.5,1587,2450,2004,440000
92841,2,2,851,1400,1987,350000
94089,3,2,1377,1400,2009,282000
94566,3,2,1512,1400,1980,299000
94566,3,2,1512,1400,1980,299000
92260,2,2,1368,4000,2000,140000
94590,6,6,3118,6970,2005,585000
94550,3,2.5,1727,8007,1972,860000
92352,3,2.5,1650,10769,2005,425000
93436,3,2,1500,6098,1990,348700
92352,4,3.5,3008,9937,2003,440000
93463,3,2,2405,27007,1988,900000
95023,4,2.5,2000,6299,2000,572185
94558,3,2.5,1837,5005,2004,695000
92394,3,2,1466,19224,2004,219000
92630,4,4,2584,3706,2016,1588495
95033,3,2.5,1800,88078,2004,806000
92551,4,2.5,2693,5227,2005,365000
91784,3,3.5,2810,19950,1972,775000
93454,3,3,1497,2178,2017,335867
93454,3,3,1654,2178,2017,356320
93454,3,3,1482,2178,2017,336867
93454,3,3,1654,2178,2017,367820
93960,4,2,1353,5600,2001,350000
95076,3,2.5,1745,11718,1983,539000
92887,4,2.5,2289,25500,1983,1060000
94558,3,2,2394,11360,1943,765000
92553,4,2,1522,7405,1985,295111
92677,4,3.5,3319,8120,2007,1280000
95127,4,3,1838,4750,1989,830000
93307,3,2,2100,45302,2005,315000
95032,3,2.5,2026,3386,2017,1685000
91761,2,2,882,3757,1984,340000
95136,4,2,1612,7200,1968,1205000
94568,3,2.5,1634,3024,2000,898888
94568,3,2.5,1634,3024,2000,898888
92223,4,2.75,2112,44431,1985,437000
95136,6,3,2236,5600,1971,1150000
93225,4,2,2160,3464,1987,260000
91941,4,3,2013,17980,1991,695000
92065,4,2.5,2211,105850,2014,635000
94539,4,3,2709,31845,1980,2160000
94539,3,2,1298,8393,1963,1351000
92536,3,2,2098,117176,2004,389000
91762,4,3,2707,3981,2016,540000
92887,4,3.5,3130,8418,2002,1025000
92126,4,3,2155,2100,2012,829000
94062,4,4,4000,10000,2017,3200000
92211,3,3,2065,7841,2003,449900
92509,3,2,1177,5227,2000,340000
92253,2,2.5,1557,3920,2004,325000
94551,3,2.5,1772,2871,2001,730000
94550,4,2.5,2731,13265,2002,1224950
94550,4,2.5,2731,13265,2002,1224950
92071,2,2.5,1190,1750,2005,390000
94568,2,2.5,1566,2055,1988,705000
94568,2,2.5,1566,2055,1988,705000
92373,2,2.5,1476,1550,2006,300000
92104,2,2.5,1302,1750,1987,425000
92139,4,2.5,1771,3057,1982,380000
95051,3,2,1211,1742,1971,1350000
94536,3,1.5,1440,1320,1973,700000
92036,0,0,0,402930,1980,194250
92602,2,2.5,1500,2000,2001,601000
92618,3,3,1705,2100,2016,718000
94103,2,2,968,1400,2014,1015000
94949,3,2,1459,775,2005,372735
94133,2,2,1466,1400,1980,1650000
94158,2,2,1235,1400,2007,1300000
94107,1,1,903,700,2004,828000
92103,2,3,1990,2100,2016,993990
92870,2,2.25,1180,1575,1980,385000
94568,2,2.5,1298,1750,2007,575000
94118,3,2,1933,1400,2000,2245750
92056,2,2,1093,1400,1989,316500
94568,3,3.5,1976,2450,2016,755000
94568,3,3.5,1976,2450,2016,755000
92010,2,3,1329,2100,1987,490000
92123,2,3,1267,2100,2003,460000
94158,2,2,1492,1400,2012,1738000
92123,2,2,1232,1400,2005,447500
92139,3,2.5,1236,1750,1994,360000
94117,1,1,976,700,1994,905000
92119,3,3,1762,2100,1980,400000
91730,2,1,1089,700,2003,300000
92071,3,3,1717,2100,2016,477983
94102,1,1,657,700,2014,710000
94102,1,1,726,700,2014,830000
92867,3,2.5,2060,1750,2004,645000
92264,2,2,1116,1080,2006,350000
94941,2,3,1898,884,2001,1675000
92040,2,2,944,1400,2006,240000
95121,4,2,1466,1400,2012,260000
93561,2,1,1400,871636,1983,85000
92870,3,2,1300,1400,2004,150000
94566,3,2,1404,1400,1980,300000
94566,3,2,1404,1400,1980,300000
92672,2,2,1350,1400,1985,99000
94551,3,2,1320,1400,1980,149900
93280,2,0,2340,7257,2006,270000
92264,2,2.5,1530,4803,2016,660000
92661,3,2.5,2142,2280,1980,3600000
92118,5,3,3900,2100,2006,2525000
95120,5,3,3368,17633,1987,1580000
95008,4,2.5,2698,5985,1986,1600000
95035,3,2,1146,5998,1962,780000
93436,4,3,2800,20038,1998,581500
92040,4,3,1779,2100,2014,469000
92503,4,3,2798,90308,2016,594800
93561,4,2,2010,8983,2016,299900
93561,4,2,2012,9148,2016,299900
92507,4,3,2736,8712,1998,455000
92395,3,2,1351,28800,1986,189000
92021,4,4,3630,58806,1991,709500
92118,5,6,3200,6380,2017,3795000
93307,4,2,1355,6465,2005,192000
94566,4,3.5,3512,4480,2015,1550000
94566,4,3.5,3512,4480,2015,1550000
92056,4,2,2082,11880,2000,570000
91709,4,2,1892,12360,1972,583000
92307,3,2,1638,20200,1988,235000
92314,3,2,1426,9777,2001,425000
92081,4,3,2417,3769,2002,575000
91709,4,3,2265,7200,1991,715000
92583,5,3,2713,7405,2006,266000
91784,5,3,2751,11350,1988,710000
92630,3,2,1900,9200,1987,918000
94533,4,3,2366,2992,2016,420000
92562,5,3,2855,11761,2000,460000
92408,3,2,1399,4500,1986,275000
92869,3,2,1651,5500,1985,675000
92065,3,3,2260,218671,1988,617000
92084,2,2,1430,6170,1987,470000
93313,3,2,1593,6969,2010,200000
91761,3,2,1039,3780,1985,350000
91941,3,2,1276,1400,1990,440000
92203,2,2,1432,5227,2008,265000
92374,3,2.5,1480,7171,1984,321000
92807,4,2.75,2924,8110,2003,730000
92590,3,2.5,2629,288367,2006,869000
92201,2,2,2061,5663,1999,340000
92010,4,3,2375,2100,1986,760000
95051,4,2,2103,6564,1959,1634000
93307,3,2,1592,6312,2007,170000
95123,5,3.5,3864,5867,2002,1300000
95123,5,3.5,3864,5867,2002,1300000
92807,3,2.5,1538,3351,1988,560000
92120,3,3,1965,2891,1986,642000
92325,4,2,1892,5958,2000,315000
93306,2,0,1559,3569,2007,175000
92506,4,3,2240,23522,1993,547000
92352,2,1.5,1212,12240,1989,262500
91945,4,2.5,1646,4296,1996,437500
94402,4,3.5,2250,9517,1973,1872000
92277,3,2,1314,8125,2006,105200
91911,4,3.5,2956,6610,2002,595000
92284,3,2,1712,19170,2006,216500
92386,3,2,1260,2500,2007,235000
92021,3,2.5,1675,2996,1987,420000
92024,2,2,1000,4874,2013,1600000
94949,3,2.5,2110,4443,2004,934000
93505,4,2,1804,9969,1991,139900
94124,3,2,1360,1400,1981,550000
94551,2,2,958,2825,1984,470000
92705,2,2.5,1404,1750,2007,475000
92882,3,2.5,1621,1307,1990,365000
92591,3,2.5,1577,1146,2007,339000
92105,2,1,974,700,2007,310000
94568,3,2.5,1727,1750,2012,688000
94568,3,2.5,1727,1750,2012,688000
92123,3,2.5,1363,55136,2000,532000
92653,3,2.5,1576,871,1990,565000
91730,2,2,1069,2000,2008,337500
92672,2,2,877,1,1986,429900
95131,2,2.5,1690,1620,2015,1005000
95112,1,1,667,750,2005,440000
91762,2,2.5,1120,1120,1978,260000
95035,2,2,1174,1400,1979,625000
92103,2,2,949,1400,1991,510000
95126,2,2,1258,1258,2004,795000
95062,2,2,924,871,1984,659000
92551,2,2.5,1444,1307,2008,214800
91913,3,2.5,1621,1750,2014,441000
92127,3,3.5,1498,2450,2005,610000
94123,1,1,1001,700,1982,1005000
91950,2,2,1070,106224,1989,255000
94599,2,2,1646,1760,1982,730000
95687,2,1,914,926,2001,210000
91914,3,2.5,1458,1750,2006,390000
91978,3,2,1059,41477,1988,332000
92122,1,1,535,52358,2006,315000
92869,3,3,1596,2100,1996,630000
93306,2,1,896,130680,1980,97000
92591,3,2.5,1577,1180,2007,340000
94121,4,3,2296,2100,2014,2100000
92651,3,2.5,1426,1750,1986,572500
92058,2,2,1141,83036,2003,342000
92058,2,2,1141,1400,2003,328000
93424,3,2.5,1836,1836,1989,779000
92026,3,2.5,1690,1750,2015,432000
91942,2,2.5,1313,62143,2006,367000
94107,3,2,1820,1400,1992,1885000
91945,2,1.5,978,33335,1981,277650
94401,1,1,827,18759,1974,605000
92123,2,2.5,1339,13580,2015,531000
94087,2,2,1440,1200,1988,925000
92264,2,2,1305,1329,2006,347500
94103,1,2,1030,1400,1993,875000
94103,1,2,1030,1400,1993,875000
92844,2,2.5,1107,1102,1986,387000
92223,2,2,1832,4792,1980,199000
94089,3,2,1560,1400,2000,250000
92315,3,2,1056,4169,2008,220000
95111,2,3,1536,2100,1980,255500
94571,2,2,1837,6356,2017,388884
90620,4,3,2456,3824,2017,904652
93101,3,3,2340,2100,2003,1695000
93101,3,3,2340,2100,2003,1695000
95032,3,2.5,2572,9147,1997,2775000
93312,4,2.75,1929,7405,2001,280000
94589,4,2,1441,6534,1980,380000
91709,3,1.75,1585,13200,1977,625000
91784,3,2,1557,9850,1984,515000
92336,3,2.25,1650,4000,2003,405500
94566,4,2.5,2030,6398,1989,970000
94566,4,2.5,2030,6398,1989,970000
93433,2,2,1119,2062,1988,390000
93908,4,2.5,2225,6182,1990,630000
94949,4,2.5,2062,4783,1999,940000
92661,4,4.25,2863,4860,1997,6150000
94539,4,3,2072,10742,1959,1681000
94558,4,2.5,2163,6212,1992,720000
94503,3,2,1337,15394,1994,435000
92562,5,3.5,3852,10890,2003,474000
92307,3,2,2046,18000,1989,192500
93222,4,3,2504,9632,1987,406000
92865,4,2.5,1987,3500,1982,580000
92391,4,3.5,3462,46174,2001,550000
94550,5,4,3463,11292,2006,1145000
94550,5,4,3463,11292,2006,1145000
92563,4,3.5,2663,7405,2002,425000
93428,2,2,1206,2525,1981,497000
92694,4,4.5,2669,5356,2015,1220900
95127,3,2,1326,5995,1981,775000
92029,3,2.5,2197,12587,2001,760000
92532,4,3,1919,4000,2013,335000
94536,4,2,1714,7475,1972,1163000
92203,2,2,1432,5663,2011,310000
92057,4,2.5,1687,3011,1999,500000
92130,3,2,1736,8033,1987,1125000
94539,6,4,3680,5674,1984,2118000
90620,4,2.75,3152,4475,2009,916000
94568,4,3,2801,4861,2003,1200000
94568,4,3,2801,4861,2003,1200000
92113,4,2.5,1892,1750,1995,495000
94571,2,2,1172,4543,2014,307500
94533,5,3,2138,3500,2015,455000
94550,4,2,1588,7033,1971,780000
92284,3,2,2049,23500,2003,280000
92505,4,3,2736,2733,2016,510000
94124,3,2,1776,1604,1984,1150000
94566,4,2.5,1876,8934,1973,1100000
94566,4,2.5,1876,8934,1973,1100000
93306,2,2,1469,3920,2010,184900
95076,4,2,1600,11838,2002,509000
92264,3,2,1537,5663,2017,680000
95125,4,3,2654,3600,1999,1275000
92314,3,2,2744,263538,2006,1275000
93906,3,2.5,1861,8523,1989,503000
94585,4,2.5,2023,5205,1990,440000
95008,2,1,1136,1721,2004,900000
95126,3,2.5,1384,1585,1973,881000
92078,3,2.5,1458,1750,2004,449900
94065,2,2.5,1473,70160,2010,1175000
92103,0,1,712,700,2004,445000
92626,3,2.5,1476,1750,2004,635000
94536,2,1,900,1656,1974,560625
95123,3,2.5,1378,2016,1999,770000
92101,2,1,1017,169994,1983,493000
92630,3,2.5,1804,1750,2015,715000
91786,2,2,1685,1400,1987,505000
91710,1,1,648,700,2009,228000
91710,2,2,991,941,2009,299000
94030,2,2,1124,1400,2010,903805
92532,3,2.5,1386,805,2006,227000
94117,2,2,1373,1400,1989,1137500
94401,1,1,725,700,1982,415000
94401,1,1,725,700,1982,415000
93436,3,2,1342,1400,1991,233000
94014,2,2,1600,24044,1981,590000
92111,3,3,1630,2985,1983,583000
94403,1,1,807,26554,1973,568888
92620,2,2,1132,1400,2007,500000
94566,2,2,938,1400,1988,455000
94566,2,2,938,1400,1988,455000
92104,2,2,1460,6974,2006,529000
92115,4,3,1362,2100,2002,369000
95035,2,1,842,842,2007,398500
95035,2,1,842,842,2007,398500
92606,3,2.5,2673,1750,2007,770000
